Incident_ID,CI_Name,CI_Cat,CI_Subcat,Impact,Urgency,Priority,Category,Status,No_of_Reassignments,Handle_Time_hrs,Closure_Code,Open_Time
IM0003023,SUB616,storage,Web Application,2,1,1,request,open,29,2411.42,Pending,2013-12-15 00:00:00
IM0003024,SUB145,network,Network Switch,5,2,1,incident,closed,20,3226.94,Resolved,2012-10-13 00:00:00
IM0003025,SUB976,storage,Network Switch,2,5,4,request,open,11,2353.56,Resolved,2014-06-11 00:00:00
IM0003026,SUB167,database,File Server,3,4,4,incident,in-progress,0,2654.01,Resolved,2014-06-12 00:00:00
IM0003027,SUB270,subapplication,SQL Server,2,3,4,incident,open,28,1919.27,Other,2013-10-15 00:00:00
IM0003028,SUB165,server,SQL Server,3,2,2,request,in-progress,3,1042.45,Resolved,2013-08-25 00:00:00
IM0003029,SUB434,network,Web Application,1,5,4,incident,open,14,3778.74,Resolved,2014-01-19 00:00:00
IM0003030,SUB577,storage,File Server,5,4,3,incident,in-progress,28,3653.1,Other,2012-09-21 00:00:00
IM0003031,SUB677,storage,File Server,1,5,2,request,in-progress,16,2537.0,Resolved,2013-04-18 00:00:00
IM0003032,SUB372,network,SQL Server,1,3,5,incident,open,19,1953.36,Pending,2012-05-13 00:00:00
IM0003033,SUB484,server,Web Application,4,1,2,request,closed,9,2760.51,Other,2013-09-16 00:00:00
IM0003034,SUB429,storage,Web Application,2,2,2,request,open,19,2822.54,Pending,2012-11-28 00:00:00
IM0003035,SUB133,server,Network Switch,1,2,4,incident,open,5,1475.26,Other,2012-05-12 00:00:00
IM0003036,SUB028,subapplication,Network Switch,3,4,2,incident,in-progress,26,549.88,Other,2013-10-15 00:00:00
IM0003037,SUB994,server,Network Switch,4,2,4,incident,open,5,2532.72,Other,2014-08-26 00:00:00
IM0003038,SUB288,storage,Web Application,2,3,1,request,open,6,257.0,Pending,2012-11-19 00:00:00
IM0003039,SUB307,database,File Server,3,4,1,request,in-progress,22,2265.2,Other,2012-01-13 00:00:00
IM0003040,SUB973,subapplication,SQL Server,1,3,1,incident,in-progress,17,425.97,Pending,2012-11-09 00:00:00
IM0003041,SUB382,subapplication,Email Service,2,1,2,incident,open,27,1044.89,Pending,2014-11-10 00:00:00
IM0003042,SUB253,server,Web Application,4,5,3,request,in-progress,1,3957.5,Pending,2012-09-03 00:00:00
IM0003043,SUB593,subapplication,Web Application,3,5,5,incident,in-progress,10,650.47,Other,2014-02-26 00:00:00
IM0003044,SUB575,network,Web Application,1,4,2,request,open,10,1415.12,Other,2013-11-24 00:00:00
IM0003045,SUB292,server,File Server,3,5,1,request,closed,18,845.6,Resolved,2014-05-24 00:00:00
IM0003046,SUB265,storage,Network Switch,4,4,3,incident,open,4,227.32,Pending,2012-05-24 00:00:00
IM0003047,SUB648,subapplication,Email Service,5,4,4,request,in-progress,18,1687.83,Pending,2012-03-20 00:00:00
IM0003048,SUB362,database,File Server,1,5,5,incident,closed,22,305.8,Other,2012-01-26 00:00:00
IM0003049,SUB617,subapplication,Network Switch,1,4,1,request,closed,28,3989.74,Other,2014-05-27 00:00:00
IM0003050,SUB083,server,File Server,3,5,5,request,in-progress,22,3645.79,Other,2014-06-25 00:00:00
IM0003051,SUB336,database,Web Application,2,2,3,incident,in-progress,29,57.87,Other,2012-08-26 00:00:00
IM0003052,SUB431,network,SQL Server,3,4,1,request,open,6,640.74,Other,2012-04-09 00:00:00
IM0003053,SUB190,server,Network Switch,1,5,3,incident,open,27,116.61,Pending,2014-09-30 00:00:00
IM0003054,SUB766,storage,SQL Server,3,3,2,request,in-progress,12,1655.35,Other,2013-11-15 00:00:00
IM0003055,SUB273,database,Web Application,2,1,1,request,in-progress,13,1710.69,Resolved,2014-01-09 00:00:00
IM0003056,SUB744,server,Email Service,3,5,4,request,in-progress,3,820.46,Other,2013-07-06 00:00:00
IM0003057,SUB946,server,Network Switch,3,1,2,request,closed,18,1161.12,Resolved,2013-01-23 00:00:00
IM0003058,SUB408,database,SQL Server,4,5,2,request,open,18,1233.39,Pending,2014-01-23 00:00:00
IM0003059,SUB084,database,Email Service,5,1,3,request,open,15,3572.98,Other,2012-12-17 00:00:00
IM0003060,SUB633,network,Email Service,1,1,1,request,open,1,2070.3,Resolved,2014-11-12 00:00:00
IM0003061,SUB771,subapplication,Network Switch,2,5,1,request,closed,30,1646.41,Other,2014-10-31 00:00:00
IM0003062,SUB448,database,SQL Server,3,2,3,request,open,16,439.6,Resolved,2014-04-16 00:00:00
IM0003063,SUB226,network,File Server,4,3,4,request,open,26,855.52,Other,2013-05-17 00:00:00
IM0003064,SUB607,network,SQL Server,1,4,3,request,open,28,2205.18,Pending,2013-02-15 00:00:00
IM0003065,SUB233,server,Web Application,4,2,1,request,open,22,3882.66,Pending,2014-12-04 00:00:00
IM0003066,SUB389,server,SQL Server,3,3,5,incident,closed,22,1195.22,Other,2014-07-17 00:00:00
IM0003067,SUB231,storage,SQL Server,4,2,4,incident,closed,14,2809.75,Pending,2013-10-12 00:00:00
IM0003068,SUB906,storage,Network Switch,3,3,3,request,open,22,3182.26,Pending,2012-10-28 00:00:00
IM0003069,SUB677,server,File Server,5,3,5,request,open,17,2624.19,Pending,2014-06-09 00:00:00
IM0003070,SUB258,network,File Server,4,1,2,request,in-progress,12,498.61,Other,2014-07-11 00:00:00
IM0003071,SUB620,server,Network Switch,5,4,1,request,closed,5,3159.03,Other,2013-01-23 00:00:00
IM0003072,SUB294,database,Email Service,4,5,1,incident,open,23,2581.12,Pending,2013-11-10 00:00:00
IM0003073,SUB725,server,Email Service,5,4,5,request,in-progress,22,445.42,Pending,2012-07-14 00:00:00
IM0003074,SUB692,subapplication,SQL Server,2,4,3,incident,open,24,1167.77,Resolved,2012-11-12 00:00:00
IM0003075,SUB925,network,File Server,5,1,1,request,open,22,1836.34,Other,2014-03-24 00:00:00
IM0003076,SUB753,server,File Server,1,2,1,incident,open,26,1383.64,Resolved,2013-11-14 00:00:00
IM0003077,SUB999,subapplication,Email Service,2,5,5,incident,open,25,561.83,Other,2013-05-21 00:00:00
IM0003078,SUB139,network,File Server,5,4,5,incident,in-progress,22,2135.13,Pending,2013-09-05 00:00:00
IM0003079,SUB724,storage,Network Switch,3,1,3,incident,open,8,3704.68,Pending,2014-11-27 00:00:00
IM0003080,SUB439,server,SQL Server,2,1,5,incident,open,23,3058.69,Other,2013-02-12 00:00:00
IM0003081,SUB524,storage,Network Switch,2,4,2,request,open,14,3433.78,Resolved,2013-01-23 00:00:00
IM0003082,SUB418,storage,Web Application,2,1,4,incident,closed,5,2734.48,Pending,2013-07-28 00:00:00
IM0003083,SUB428,subapplication,Web Application,4,2,1,request,closed,21,1524.03,Other,2013-07-29 00:00:00
IM0003084,SUB471,subapplication,File Server,2,5,4,incident,open,9,2832.31,Pending,2014-03-19 00:00:00
IM0003085,SUB228,network,SQL Server,2,4,2,request,closed,26,3380.31,Resolved,2012-03-25 00:00:00
IM0003086,SUB370,storage,Network Switch,1,2,4,incident,closed,25,1862.42,Other,2014-09-05 00:00:00
IM0003087,SUB252,subapplication,File Server,1,4,5,request,open,27,1832.74,Pending,2013-11-17 00:00:00
IM0003088,SUB817,database,SQL Server,5,2,5,request,closed,5,2788.35,Pending,2012-12-05 00:00:00
IM0003089,SUB510,server,SQL Server,2,3,1,request,in-progress,13,2477.64,Other,2012-09-11 00:00:00
IM0003090,SUB188,server,SQL Server,3,5,1,incident,in-progress,18,2096.24,Other,2013-10-08 00:00:00
IM0003091,SUB318,network,Web Application,4,5,3,incident,closed,17,981.24,Resolved,2012-10-11 00:00:00
IM0003092,SUB338,network,SQL Server,1,4,4,request,in-progress,9,2845.81,Other,2014-11-03 00:00:00
IM0003093,SUB353,storage,Network Switch,4,2,4,request,closed,7,3162.51,Resolved,2012-07-10 00:00:00
IM0003094,SUB559,database,Email Service,1,4,4,incident,in-progress,1,3072.86,Other,2012-06-14 00:00:00
IM0003095,SUB917,server,Web Application,1,3,3,incident,open,0,3715.31,Pending,2012-09-21 00:00:00
IM0003096,SUB423,network,SQL Server,4,1,3,request,open,25,781.34,Pending,2013-03-05 00:00:00
IM0003097,SUB357,storage,Email Service,4,3,3,incident,in-progress,22,878.62,Pending,2012-04-08 00:00:00
IM0003098,SUB283,server,Email Service,5,5,4,request,open,10,1254.72,Other,2012-11-20 00:00:00
IM0003099,SUB898,server,SQL Server,3,3,2,request,in-progress,6,3939.98,Resolved,2014-05-19 00:00:00
IM0003100,SUB549,database,Network Switch,2,2,1,request,in-progress,6,338.08,Resolved,2012-08-14 00:00:00
IM0003101,SUB269,database,Network Switch,2,5,1,incident,open,1,3036.85,Other,2012-07-19 00:00:00
IM0003102,SUB915,server,SQL Server,4,5,2,request,closed,24,3882.66,Other,2013-04-29 00:00:00
IM0003103,SUB734,storage,Network Switch,5,3,2,incident,open,16,643.35,Pending,2014-07-22 00:00:00
IM0003104,SUB773,storage,File Server,5,1,2,request,open,10,3133.31,Pending,2014-04-25 00:00:00
IM0003105,SUB107,network,File Server,3,2,2,incident,closed,16,457.65,Resolved,2014-05-01 00:00:00
IM0003106,SUB624,subapplication,Web Application,2,3,3,incident,in-progress,28,902.03,Pending,2013-02-25 00:00:00
IM0003107,SUB225,server,Email Service,3,4,3,incident,open,19,169.92,Resolved,2014-06-21 00:00:00
IM0003108,SUB739,server,File Server,4,4,3,incident,closed,26,1260.75,Resolved,2012-09-18 00:00:00
IM0003109,SUB591,subapplication,Web Application,3,1,1,request,in-progress,10,513.67,Other,2012-09-18 00:00:00
IM0003110,SUB594,network,Web Application,2,4,4,request,closed,2,1620.36,Resolved,2012-04-16 00:00:00
IM0003111,SUB664,subapplication,File Server,5,4,4,request,closed,22,1364.79,Resolved,2012-11-13 00:00:00
IM0003112,SUB426,storage,Email Service,4,5,3,request,closed,25,2115.56,Resolved,2012-02-11 00:00:00
IM0003113,SUB388,database,SQL Server,2,1,2,request,open,11,2487.83,Resolved,2012-02-01 00:00:00
IM0003114,SUB206,server,File Server,1,4,5,incident,open,1,1669.5,Pending,2013-01-13 00:00:00
IM0003115,SUB243,server,Email Service,5,1,3,request,in-progress,30,1006.52,Pending,2012-07-06 00:00:00
IM0003116,SUB178,database,SQL Server,4,4,1,incident,closed,9,670.92,Other,2012-01-23 00:00:00
IM0003117,SUB053,database,Web Application,5,1,1,incident,closed,27,2453.88,Other,2014-06-05 00:00:00
IM0003118,SUB073,subapplication,File Server,3,2,3,request,closed,8,2443.22,Other,2014-08-13 00:00:00
IM0003119,SUB383,storage,File Server,4,1,4,incident,closed,10,3801.47,Resolved,2013-03-25 00:00:00
IM0003120,SUB971,server,Web Application,4,3,1,incident,closed,14,2007.2,Resolved,2013-12-23 00:00:00
IM0003121,SUB657,subapplication,Web Application,4,1,1,incident,open,14,3302.68,Other,2012-11-08 00:00:00
IM0003122,SUB347,database,Web Application,1,3,3,incident,in-progress,23,1050.79,Pending,2014-03-09 00:00:00
IM0003123,SUB042,database,File Server,4,3,4,request,open,20,135.99,Resolved,2012-01-14 00:00:00
IM0003124,SUB333,subapplication,Network Switch,5,2,1,request,in-progress,22,2438.0,Pending,2013-05-05 00:00:00
IM0003125,SUB699,server,Web Application,4,4,4,request,open,3,2939.4,Other,2014-03-13 00:00:00
IM0003126,SUB440,database,SQL Server,4,4,1,request,open,13,3143.05,Other,2013-11-26 00:00:00
IM0003127,SUB766,subapplication,File Server,3,2,4,request,in-progress,17,3286.71,Other,2013-10-19 00:00:00
IM0003128,SUB114,subapplication,Network Switch,3,4,4,request,closed,27,1017.03,Resolved,2014-06-19 00:00:00
IM0003129,SUB900,storage,Web Application,2,2,1,incident,open,8,3053.32,Resolved,2013-09-26 00:00:00
IM0003130,SUB090,database,Email Service,4,5,1,request,closed,22,528.04,Pending,2012-12-29 00:00:00
IM0003131,SUB918,server,Web Application,2,4,2,request,in-progress,0,3635.39,Other,2012-03-09 00:00:00
IM0003132,SUB096,subapplication,SQL Server,3,2,2,incident,closed,19,301.61,Resolved,2013-03-05 00:00:00
IM0003133,SUB990,storage,Network Switch,4,4,2,request,in-progress,6,2965.29,Resolved,2014-12-23 00:00:00
IM0003134,SUB067,network,Network Switch,1,1,5,incident,closed,8,2972.82,Pending,2014-09-10 00:00:00
IM0003135,SUB382,storage,Email Service,2,5,3,request,in-progress,3,1908.3,Other,2012-12-16 00:00:00
IM0003136,SUB804,storage,Network Switch,1,2,1,incident,closed,21,3038.09,Other,2012-11-11 00:00:00
IM0003137,SUB754,server,File Server,3,2,5,incident,closed,18,965.64,Other,2012-03-08 00:00:00
IM0003138,SUB642,database,Network Switch,3,2,3,incident,in-progress,29,886.73,Pending,2012-03-19 00:00:00
IM0003139,SUB405,network,SQL Server,1,3,3,request,open,7,3113.47,Pending,2013-06-14 00:00:00
IM0003140,SUB796,database,Email Service,2,5,3,incident,open,24,2652.59,Resolved,2013-08-29 00:00:00
IM0003141,SUB786,network,SQL Server,5,5,3,request,in-progress,29,2179.52,Resolved,2013-06-27 00:00:00
IM0003142,SUB327,database,Network Switch,1,2,3,request,open,16,1475.67,Other,2013-06-03 00:00:00
IM0003143,SUB918,database,Email Service,5,3,1,incident,in-progress,28,1611.94,Resolved,2014-06-08 00:00:00
IM0003144,SUB928,network,SQL Server,5,1,3,request,open,3,1329.57,Pending,2012-04-16 00:00:00
IM0003145,SUB633,subapplication,Web Application,3,3,1,request,open,5,1228.79,Resolved,2013-08-31 00:00:00
IM0003146,SUB869,subapplication,File Server,4,1,2,incident,in-progress,2,2935.2,Pending,2013-12-24 00:00:00
IM0003147,SUB645,server,Web Application,2,1,2,incident,open,30,2342.38,Resolved,2013-11-02 00:00:00
IM0003148,SUB118,storage,Email Service,3,1,5,request,open,21,3016.22,Pending,2013-09-21 00:00:00
IM0003149,SUB947,subapplication,File Server,2,4,2,incident,in-progress,14,1861.09,Pending,2013-02-12 00:00:00
IM0003150,SUB528,database,File Server,3,4,1,request,open,4,3998.44,Resolved,2013-11-20 00:00:00
IM0003151,SUB266,storage,SQL Server,1,2,5,request,closed,7,2726.62,Pending,2014-04-20 00:00:00
IM0003152,SUB529,storage,File Server,1,4,5,incident,in-progress,28,883.71,Resolved,2014-03-21 00:00:00
IM0003153,SUB724,database,SQL Server,3,2,5,incident,open,5,2921.32,Other,2014-04-18 00:00:00
IM0003154,SUB504,server,Web Application,3,3,2,incident,closed,18,3159.72,Resolved,2012-07-19 00:00:00
IM0003155,SUB270,subapplication,Email Service,3,4,4,request,closed,26,1823.06,Pending,2012-06-08 00:00:00
IM0003156,SUB971,database,Network Switch,2,3,1,incident,closed,12,1773.85,Pending,2014-08-01 00:00:00
IM0003157,SUB207,network,File Server,4,4,2,incident,in-progress,14,3801.01,Pending,2013-03-28 00:00:00
IM0003158,SUB776,server,File Server,1,3,1,request,open,3,3216.33,Pending,2013-01-17 00:00:00
IM0003159,SUB141,database,Email Service,5,3,1,request,open,14,2314.8,Other,2013-03-16 00:00:00
IM0003160,SUB105,subapplication,Email Service,4,1,3,incident,open,23,3864.31,Pending,2014-05-11 00:00:00
IM0003161,SUB184,server,Web Application,3,4,4,request,open,23,394.0,Pending,2013-02-22 00:00:00
IM0003162,SUB426,storage,SQL Server,3,1,1,incident,in-progress,17,1575.74,Pending,2013-07-17 00:00:00
IM0003163,SUB469,subapplication,File Server,3,2,4,incident,open,25,2103.66,Resolved,2014-11-05 00:00:00
IM0003164,SUB968,server,File Server,1,3,5,incident,open,23,1315.58,Other,2013-06-21 00:00:00
IM0003165,SUB599,database,File Server,1,3,5,incident,in-progress,17,2348.42,Resolved,2014-08-19 00:00:00
IM0003166,SUB194,storage,Email Service,4,4,2,incident,in-progress,20,783.61,Pending,2014-05-27 00:00:00
IM0003167,SUB235,network,File Server,4,3,1,incident,in-progress,19,1090.31,Pending,2013-02-21 00:00:00
IM0003168,SUB254,subapplication,Network Switch,1,3,5,incident,closed,21,3834.75,Pending,2014-12-18 00:00:00
IM0003169,SUB618,subapplication,File Server,1,4,2,incident,open,4,372.22,Other,2012-05-20 00:00:00
IM0003170,SUB846,subapplication,Network Switch,2,4,2,request,closed,27,1198.86,Resolved,2013-05-01 00:00:00
IM0003171,SUB539,subapplication,SQL Server,4,1,4,incident,closed,3,2137.08,Resolved,2012-05-23 00:00:00
IM0003172,SUB430,database,Network Switch,5,1,3,request,in-progress,21,3369.14,Other,2013-03-23 00:00:00
IM0003173,SUB589,subapplication,Web Application,5,1,2,request,closed,21,3436.3,Pending,2012-03-13 00:00:00
IM0003174,SUB042,network,File Server,4,2,4,request,in-progress,20,3745.02,Pending,2012-11-28 00:00:00
IM0003175,SUB707,subapplication,Web Application,4,2,3,request,open,28,2643.33,Other,2013-09-07 00:00:00
IM0003176,SUB285,database,SQL Server,5,1,1,request,closed,19,1526.51,Other,2013-05-05 00:00:00
IM0003177,SUB846,server,SQL Server,3,4,5,request,closed,2,1937.22,Resolved,2014-10-12 00:00:00
IM0003178,SUB334,server,Web Application,4,3,1,incident,open,12,1165.74,Resolved,2012-02-29 00:00:00
IM0003179,SUB639,network,Network Switch,1,4,1,request,closed,6,151.06,Pending,2012-07-02 00:00:00
IM0003180,SUB299,database,Web Application,1,5,4,incident,closed,13,2786.96,Pending,2013-12-08 00:00:00
IM0003181,SUB611,storage,Network Switch,3,2,4,incident,open,8,878.95,Other,2012-08-17 00:00:00
IM0003182,SUB931,storage,File Server,4,5,3,incident,open,11,2901.08,Other,2014-12-03 00:00:00
IM0003183,SUB649,server,File Server,5,2,4,request,in-progress,14,2629.16,Other,2013-04-24 00:00:00
IM0003184,SUB991,server,Web Application,5,3,2,request,open,25,7.93,Pending,2014-11-15 00:00:00
IM0003185,SUB137,network,Email Service,5,1,1,incident,in-progress,12,3605.47,Resolved,2014-09-06 00:00:00
IM0003186,SUB694,subapplication,Email Service,2,1,3,request,closed,19,1998.77,Other,2012-12-19 00:00:00
IM0003187,SUB128,storage,SQL Server,5,4,2,request,open,23,351.02,Other,2012-10-16 00:00:00
IM0003188,SUB294,database,Web Application,4,5,3,incident,open,1,711.23,Other,2013-07-09 00:00:00
IM0003189,SUB983,server,Web Application,1,2,3,incident,in-progress,27,1852.45,Other,2012-07-03 00:00:00
IM0003190,SUB488,subapplication,Web Application,1,1,4,request,in-progress,20,3799.09,Pending,2012-05-10 00:00:00
IM0003191,SUB561,database,File Server,5,4,2,incident,open,5,260.85,Pending,2012-12-08 00:00:00
IM0003192,SUB052,subapplication,SQL Server,5,2,3,incident,open,28,3109.32,Resolved,2013-11-27 00:00:00
IM0003193,SUB845,storage,SQL Server,1,3,4,request,in-progress,3,1500.59,Other,2012-07-12 00:00:00
IM0003194,SUB584,database,Email Service,1,2,4,incident,closed,25,826.05,Other,2013-09-12 00:00:00
IM0003195,SUB859,storage,SQL Server,2,1,3,incident,in-progress,15,1886.48,Other,2012-04-03 00:00:00
IM0003196,SUB804,server,Web Application,5,1,3,incident,open,10,1287.0,Other,2013-09-09 00:00:00
IM0003197,SUB456,database,Email Service,1,4,3,incident,closed,1,2789.05,Other,2014-10-20 00:00:00
IM0003198,SUB251,storage,Email Service,4,4,2,request,closed,8,1987.6,Pending,2014-09-26 00:00:00
IM0003199,SUB838,server,Network Switch,2,2,3,incident,in-progress,12,3032.84,Pending,2014-11-03 00:00:00
IM0003200,SUB563,subapplication,Web Application,5,4,3,request,closed,25,807.56,Pending,2012-09-11 00:00:00
IM0003201,SUB771,subapplication,Email Service,4,1,4,request,open,20,308.09,Other,2013-10-20 00:00:00
IM0003202,SUB904,subapplication,File Server,3,5,3,incident,open,0,2941.29,Other,2014-01-27 00:00:00
IM0003203,SUB588,network,File Server,1,1,4,incident,open,18,2708.23,Resolved,2014-12-24 00:00:00
IM0003204,SUB295,subapplication,SQL Server,1,4,5,incident,closed,6,570.46,Resolved,2013-05-14 00:00:00
IM0003205,SUB698,server,Network Switch,3,4,5,incident,in-progress,24,3526.24,Resolved,2013-06-03 00:00:00
IM0003206,SUB089,subapplication,Email Service,3,2,2,incident,in-progress,7,2515.9,Pending,2013-02-09 00:00:00
IM0003207,SUB929,server,Network Switch,4,4,1,request,closed,21,818.26,Resolved,2013-09-14 00:00:00
IM0003208,SUB010,database,SQL Server,5,3,1,incident,open,6,130.12,Other,2012-05-05 00:00:00
IM0003209,SUB238,network,Web Application,4,1,3,request,closed,1,258.39,Pending,2014-04-01 00:00:00
IM0003210,SUB686,network,SQL Server,3,2,2,incident,in-progress,10,61.99,Pending,2012-12-09 00:00:00
IM0003211,SUB310,subapplication,Network Switch,4,3,1,request,open,21,542.77,Resolved,2014-04-21 00:00:00
IM0003212,SUB130,storage,SQL Server,1,2,3,incident,in-progress,26,290.79,Resolved,2012-05-06 00:00:00
IM0003213,SUB892,subapplication,Email Service,3,5,3,request,open,21,2734.69,Pending,2013-01-06 00:00:00
IM0003214,SUB343,network,File Server,4,1,4,request,closed,18,3378.71,Pending,2012-01-02 00:00:00
IM0003215,SUB041,server,Network Switch,3,1,4,incident,open,25,3052.92,Resolved,2012-02-03 00:00:00
IM0003216,SUB385,subapplication,Email Service,1,1,3,request,closed,14,3747.78,Other,2013-07-15 00:00:00
IM0003217,SUB803,database,Network Switch,4,1,4,request,closed,6,50.24,Pending,2013-11-03 00:00:00
IM0003218,SUB640,database,Network Switch,3,1,5,incident,open,0,2024.05,Pending,2013-02-19 00:00:00
IM0003219,SUB724,database,File Server,3,3,4,request,open,26,1385.65,Resolved,2012-10-14 00:00:00
IM0003220,SUB654,storage,File Server,5,1,2,request,open,9,1224.45,Resolved,2013-04-22 00:00:00
IM0003221,SUB514,server,SQL Server,3,2,2,request,closed,2,2514.26,Pending,2012-09-23 00:00:00
IM0003222,SUB836,subapplication,Web Application,3,3,2,request,open,8,2046.24,Pending,2013-12-18 00:00:00
IM0003223,SUB516,server,Web Application,1,5,2,request,open,16,2111.58,Pending,2013-08-25 00:00:00
IM0003224,SUB806,storage,SQL Server,5,2,4,request,closed,6,1668.79,Resolved,2013-12-08 00:00:00
IM0003225,SUB042,storage,Web Application,4,2,1,incident,closed,2,259.72,Resolved,2014-07-27 00:00:00
IM0003226,SUB294,database,Email Service,1,2,5,incident,in-progress,17,2255.32,Other,2013-11-22 00:00:00
IM0003227,SUB603,server,Email Service,2,3,5,request,closed,11,2811.4,Resolved,2012-06-08 00:00:00
IM0003228,SUB301,database,Web Application,2,3,1,incident,closed,10,2556.9,Pending,2012-04-02 00:00:00
IM0003229,SUB103,server,Web Application,2,3,1,incident,in-progress,23,3986.0,Other,2012-05-15 00:00:00
IM0003230,SUB123,server,SQL Server,5,2,3,incident,in-progress,26,481.68,Resolved,2014-07-23 00:00:00
IM0003231,SUB355,network,SQL Server,3,3,2,request,closed,6,2793.62,Resolved,2014-03-20 00:00:00
IM0003232,SUB297,server,SQL Server,5,2,5,incident,open,0,965.79,Resolved,2014-06-28 00:00:00
IM0003233,SUB734,network,Network Switch,4,3,4,request,in-progress,6,3336.23,Resolved,2014-11-29 00:00:00
IM0003234,SUB006,database,Web Application,2,1,3,request,in-progress,26,2724.13,Pending,2013-02-05 00:00:00
IM0003235,SUB673,database,Network Switch,5,4,2,request,closed,30,3348.3,Pending,2014-12-12 00:00:00
IM0003236,SUB933,storage,Network Switch,1,3,2,request,closed,15,3346.26,Other,2014-04-08 00:00:00
IM0003237,SUB515,server,Web Application,2,1,5,request,closed,14,3519.05,Other,2014-12-07 00:00:00
IM0003238,SUB291,server,File Server,2,5,3,request,closed,28,678.5,Resolved,2014-05-26 00:00:00
IM0003239,SUB062,network,Network Switch,4,3,4,request,in-progress,3,3509.2,Resolved,2012-11-27 00:00:00
IM0003240,SUB506,subapplication,Email Service,4,4,3,incident,in-progress,28,2147.71,Other,2012-07-09 00:00:00
IM0003241,SUB892,database,Email Service,2,4,2,incident,closed,0,300.87,Other,2014-12-06 00:00:00
IM0003242,SUB950,subapplication,Email Service,3,1,5,request,closed,27,154.68,Resolved,2013-10-20 00:00:00
IM0003243,SUB296,storage,Email Service,3,2,2,request,open,5,1188.45,Resolved,2014-07-22 00:00:00
IM0003244,SUB188,storage,File Server,2,2,3,incident,closed,0,3595.41,Resolved,2012-05-20 00:00:00
IM0003245,SUB754,database,Network Switch,3,3,5,request,closed,8,1371.72,Resolved,2013-12-09 00:00:00
IM0003246,SUB961,server,Web Application,1,1,3,request,open,6,461.3,Resolved,2014-07-29 00:00:00
IM0003247,SUB318,database,Network Switch,4,3,5,request,open,8,1532.46,Other,2013-04-11 00:00:00
IM0003248,SUB933,subapplication,Web Application,5,2,2,request,open,4,2816.13,Resolved,2012-05-21 00:00:00
IM0003249,SUB791,server,SQL Server,2,5,5,request,in-progress,2,2968.43,Resolved,2012-02-16 00:00:00
IM0003250,SUB526,database,Web Application,3,2,2,incident,open,2,1469.53,Pending,2014-10-06 00:00:00
IM0003251,SUB383,subapplication,Network Switch,4,3,3,request,open,8,563.6,Resolved,2014-10-27 00:00:00
IM0003252,SUB966,subapplication,Email Service,5,2,4,incident,in-progress,6,1770.99,Resolved,2013-05-04 00:00:00
IM0003253,SUB150,storage,Web Application,5,2,1,request,in-progress,4,1678.26,Pending,2014-11-19 00:00:00
IM0003254,SUB884,subapplication,Network Switch,3,3,2,request,in-progress,6,1531.18,Resolved,2013-02-24 00:00:00
IM0003255,SUB447,subapplication,SQL Server,5,4,4,incident,in-progress,13,2083.4,Other,2012-12-22 00:00:00
IM0003256,SUB263,storage,File Server,3,3,2,incident,open,19,918.94,Resolved,2014-11-06 00:00:00
IM0003257,SUB979,network,File Server,2,5,2,incident,closed,17,2762.64,Resolved,2013-01-29 00:00:00
IM0003258,SUB329,database,File Server,1,2,5,incident,in-progress,21,1114.4,Resolved,2014-01-07 00:00:00
IM0003259,SUB036,storage,Network Switch,5,2,1,incident,in-progress,2,2269.01,Pending,2012-01-10 00:00:00
IM0003260,SUB703,subapplication,Email Service,4,5,3,incident,open,20,1949.93,Pending,2012-10-30 00:00:00
IM0003261,SUB051,storage,Web Application,1,4,5,incident,in-progress,0,1653.12,Other,2014-12-28 00:00:00
IM0003262,SUB231,network,Network Switch,5,1,3,request,in-progress,1,3016.75,Pending,2013-05-27 00:00:00
IM0003263,SUB905,server,Network Switch,4,1,5,incident,closed,29,3341.29,Other,2012-02-26 00:00:00
IM0003264,SUB378,storage,Web Application,4,4,4,incident,in-progress,3,3228.78,Pending,2014-05-26 00:00:00
IM0003265,SUB818,network,SQL Server,3,1,1,incident,open,12,2285.11,Pending,2014-12-12 00:00:00
IM0003266,SUB535,subapplication,SQL Server,1,4,4,incident,in-progress,11,2809.26,Resolved,2013-07-28 00:00:00
IM0003267,SUB238,network,File Server,3,1,1,request,in-progress,15,2847.39,Other,2013-09-04 00:00:00
IM0003268,SUB002,storage,Web Application,3,4,5,incident,in-progress,6,1096.64,Pending,2013-08-10 00:00:00
IM0003269,SUB242,database,Network Switch,2,5,5,incident,in-progress,2,1785.22,Other,2014-08-11 00:00:00
IM0003270,SUB614,database,SQL Server,3,5,2,request,in-progress,3,574.04,Resolved,2014-04-27 00:00:00
IM0003271,SUB670,subapplication,Email Service,1,5,4,request,closed,23,1099.73,Resolved,2014-03-30 00:00:00
IM0003272,SUB082,network,Email Service,4,1,3,incident,closed,24,204.53,Other,2012-04-06 00:00:00
IM0003273,SUB106,database,Email Service,1,1,2,incident,open,7,33.13,Other,2014-08-13 00:00:00
IM0003274,SUB169,network,Web Application,2,5,4,incident,in-progress,14,3737.96,Other,2012-09-22 00:00:00
IM0003275,SUB534,database,Network Switch,2,4,1,incident,closed,26,3474.46,Resolved,2014-09-04 00:00:00
IM0003276,SUB295,server,Web Application,1,4,4,request,closed,6,3748.46,Resolved,2013-06-11 00:00:00
IM0003277,SUB838,subapplication,Network Switch,4,3,1,request,open,8,1577.27,Resolved,2014-04-29 00:00:00
